phi,r,z
37.853338,9.362317,-4.292582
37.853624,9.362801,-4.291906
37.853911,9.363286,-4.291229
37.854198,9.363770,-4.290552
37.854484,9.364253,-4.289875
37.854771,9.364737,-4.289198
37.855057,9.365221,-4.288520
37.855344,9.365705,-4.287842
37.855630,9.366189,-4.287163
37.855916,9.366672,-4.286484
37.856203,9.367156,-4.285805
37.856489,9.367639,-4.285125
37.856775,9.368123,-4.284445
37.857062,9.368606,-4.283764
37.857348,9.369089,-4.283083
37.857634,9.369573,-4.282402
37.857920,9.370056,-4.281721
37.858207,9.370539,-4.281039
37.858493,9.371022,-4.280356
37.858779,9.371505,-4.279674
37.859065,9.371988,-4.278990
37.859351,9.372471,-4.278307
37.859637,9.372953,-4.277623
37.859923,9.373436,-4.276939
37.860209,9.373919,-4.276254
37.860495,9.374401,-4.275570
37.860781,9.374884,-4.274884
37.861067,9.375366,-4.274199
37.861353,9.375849,-4.273513
37.861638,9.376331,-4.272826
37.861924,9.376813,-4.272139
37.862210,9.377296,-4.271452
37.862496,9.377778,-4.270765
37.862781,9.378260,-4.270077
37.863067,9.378742,-4.269389
37.863353,9.379224,-4.268700
37.863638,9.379706,-4.268011
37.863924,9.380187,-4.267322
37.864210,9.380669,-4.266632
37.864495,9.381151,-4.265942
37.864781,9.381632,-4.265251
37.865066,9.382114,-4.264561
37.865352,9.382595,-4.263869
37.865637,9.383077,-4.263178
37.865922,9.383558,-4.262486
37.866208,9.384039,-4.261794
37.866493,9.384521,-4.261101
37.866778,9.385002,-4.260408
37.867064,9.385483,-4.259714
37.867349,9.385964,-4.259021
37.867634,9.386445,-4.258327
37.867919,9.386926,-4.257632
37.868205,9.387406,-4.256937
37.868490,9.387887,-4.256242
37.868775,9.388368,-4.255546
37.869060,9.388848,-4.254850
37.869345,9.389329,-4.254154
37.869630,9.389809,-4.253457
37.869915,9.390290,-4.252760
37.870200,9.390770,-4.252063
37.870485,9.391250,-4.251365
37.870770,9.391730,-4.250667
37.871055,9.392210,-4.249968
37.871340,9.392690,-4.249269
37.871625,9.393170,-4.248570
37.871909,9.393650,-4.247870
37.872194,9.394130,-4.247170
37.872479,9.394610,-4.246470
37.872764,9.395089,-4.245769
37.873048,9.395569,-4.245068
37.873333,9.396049,-4.244367
37.873618,9.396528,-4.243665
37.873902,9.397007,-4.242963
37.874187,9.397487,-4.242260
37.874471,9.397966,-4.241557
37.874756,9.398445,-4.240854
37.875041,9.398924,-4.240150
37.875325,9.399403,-4.239446
37.875609,9.399882,-4.238742
37.875894,9.400361,-4.238037
37.876178,9.400840,-4.237332
37.876463,9.401319,-4.236626
37.876747,9.401797,-4.235920
37.877031,9.402276,-4.235214
37.877316,9.402755,-4.234507
37.877600,9.403233,-4.233801
37.877884,9.403711,-4.233093
37.878168,9.404190,-4.232385
37.878452,9.404668,-4.231677
37.878737,9.405146,-4.230969
37.879021,9.405624,-4.230260
37.879305,9.406102,-4.229551
37.879589,9.406580,-4.228842
37.879873,9.407058,-4.228132
37.880157,9.407536,-4.227421
37.880441,9.408014,-4.226711
37.880725,9.408491,-4.226000
37.881009,9.408969,-4.225288
37.881293,9.409447,-4.224577
37.881577,9.409924,-4.223865
37.881860,9.410401,-4.223152
37.882144,9.410879,-4.222440
37.882428,9.411356,-4.221726
37.882712,9.411833,-4.221013
37.882995,9.412310,-4.220299
37.883279,9.412787,-4.219585
37.883563,9.413264,-4.218870
37.883846,9.413741,-4.218155
37.884130,9.414218,-4.217440
37.884414,9.414694,-4.216724
37.884697,9.415171,-4.216008
37.884981,9.415647,-4.215292
37.885264,9.416124,-4.214575
37.885548,9.416600,-4.213858
37.885831,9.417077,-4.213140
37.886115,9.417553,-4.212422
37.886398,9.418029,-4.211704
37.886681,9.418505,-4.210985
37.886965,9.418981,-4.210266
37.887248,9.419457,-4.209547
37.887531,9.419933,-4.208827
37.887815,9.420409,-4.208107
37.888098,9.420884,-4.207387
37.888381,9.421360,-4.206666
37.888664,9.421836,-4.205945
37.888947,9.422311,-4.205224
37.889230,9.422787,-4.204502
37.889514,9.423262,-4.203779
37.889797,9.423737,-4.203057
37.890080,9.424212,-4.202334
37.890363,9.424687,-4.201611
37.890646,9.425162,-4.200887
37.890929,9.425637,-4.200163
37.891212,9.426112,-4.199438
37.891494,9.426587,-4.198714
37.891777,9.427062,-4.197989
37.892060,9.427536,-4.197263
37.892343,9.428011,-4.196537
37.892626,9.428485,-4.195811
37.892909,9.428960,-4.195085
37.893191,9.429434,-4.194358
37.893474,9.429908,-4.193630
37.893757,9.430383,-4.192903
37.894039,9.430857,-4.192175
37.894322,9.431331,-4.191446
37.894605,9.431805,-4.190718
37.894887,9.432278,-4.189989
37.895170,9.432752,-4.189259
37.895452,9.433226,-4.188529
37.895735,9.433699,-4.187799
37.896017,9.434173,-4.187069
37.896300,9.434646,-4.186338
37.896582,9.435120,-4.185606
37.896864,9.435593,-4.184875
37.897147,9.436066,-4.184143
37.897429,9.436539,-4.183411
37.897711,9.437012,-4.182678
37.897994,9.437485,-4.181945
37.898276,9.437958,-4.181211
37.898558,9.438431,-4.180478
37.898840,9.438904,-4.179744
37.899122,9.439376,-4.179009
37.899405,9.439849,-4.178274
37.899687,9.440322,-4.177539
37.899969,9.440794,-4.176803
37.900251,9.441266,-4.176068
37.900533,9.441738,-4.175331
37.900815,9.442211,-4.174595
37.901097,9.442683,-4.173858
37.901379,9.443155,-4.173120
37.901661,9.443627,-4.172383
37.901943,9.444098,-4.171645
37.902224,9.444570,-4.170906
37.902506,9.445042,-4.170167
37.902788,9.445513,-4.169428
37.903070,9.445985,-4.168689
37.903352,9.446456,-4.167949
37.903633,9.446928,-4.167209
37.903915,9.447399,-4.166468
37.904197,9.447870,-4.165727
37.904478,9.448341,-4.164986
37.904760,9.448812,-4.164244
37.905042,9.449283,-4.163502
37.905323,9.449754,-4.162760
37.905605,9.450225,-4.162017
37.905886,9.450695,-4.161274
37.906168,9.451166,-4.160531
37.906449,9.451636,-4.159787
37.906731,9.452107,-4.159043
37.907012,9.452577,-4.158298
37.907293,9.453047,-4.157553
37.907575,9.453518,-4.156808
37.907856,9.453988,-4.156063
37.908137,9.454458,-4.155317
37.908419,9.454928,-4.154570
37.908700,9.455397,-4.153824
37.908981,9.455867,-4.153077
37.909262,9.456337,-4.152329
37.909543,9.456806,-4.151582
37.909824,9.457276,-4.150834
37.910106,9.457745,-4.150085
37.910387,9.458215,-4.149336
37.910668,9.458684,-4.148587
37.910949,9.459153,-4.147838
37.911230,9.459622,-4.147088
37.911511,9.460091,-4.146338
37.911792,9.460560,-4.145587
37.912073,9.461029,-4.144836
37.912353,9.461497,-4.144085
37.912634,9.461966,-4.143333
37.912915,9.462435,-4.142581
37.913196,9.462903,-4.141829
37.913477,9.463371,-4.141076
37.913758,9.463840,-4.140323
37.914038,9.464308,-4.139570
37.914319,9.464776,-4.138816
37.914600,9.465244,-4.138062
37.914880,9.465712,-4.137307
37.915161,9.466180,-4.136553
37.915441,9.466648,-4.135798
37.915722,9.467115,-4.135042
37.916003,9.467583,-4.134286
37.916283,9.468050,-4.133530
37.916564,9.468518,-4.132773
37.916844,9.468985,-4.132016
37.917124,9.469452,-4.131259
37.917405,9.469919,-4.130501
37.917685,9.470386,-4.129743
37.917966,9.470853,-4.128985
37.918246,9.471320,-4.128226
37.918526,9.471787,-4.127467
37.918807,9.472254,-4.126708
37.919087,9.472720,-4.125948
37.919367,9.473187,-4.125188
37.919647,9.473653,-4.124427
37.919927,9.474120,-4.123667
37.920208,9.474586,-4.122905
37.920488,9.475052,-4.122144
37.920768,9.475518,-4.121382
37.921048,9.475984,-4.120620
37.921328,9.476450,-4.119857
37.921608,9.476916,-4.119094
37.921888,9.477382,-4.118331
37.922168,9.477847,-4.117567
37.922448,9.478313,-4.116803
37.922728,9.478778,-4.116039
37.923007,9.479244,-4.115274
37.923287,9.479709,-4.114509
37.923567,9.480174,-4.113744
37.923847,9.480639,-4.112978
37.924127,9.481104,-4.112212
37.924406,9.481569,-4.111445
37.924686,9.482034,-4.110678
37.924966,9.482499,-4.109911
37.925246,9.482963,-4.109144
37.925525,9.483428,-4.108376
37.925805,9.483892,-4.107608
37.926084,9.484357,-4.106839
37.926364,9.484821,-4.106070
37.926643,9.485285,-4.105301
37.926923,9.485749,-4.104531
37.927202,9.486213,-4.103761
37.927482,9.486677,-4.102991
37.927761,9.487141,-4.102220
37.928041,9.487604,-4.101449
37.928320,9.488068,-4.100678
37.928599,9.488532,-4.099906
37.928879,9.488995,-4.099134
37.929158,9.489458,-4.098361
37.929437,9.489922,-4.097589
37.929717,9.490385,-4.096815
37.929996,9.490848,-4.096042
37.930275,9.491311,-4.095268
37.930554,9.491774,-4.094494
37.930833,9.492236,-4.093719
37.931112,9.492699,-4.092944
37.931391,9.493162,-4.092169
37.931671,9.493624,-4.091394
37.931950,9.494087,-4.090618
37.932229,9.494549,-4.089841
37.932508,9.495011,-4.089065
37.932786,9.495473,-4.088288
37.933065,9.495935,-4.087510
37.933344,9.496397,-4.086733
37.933623,9.496859,-4.085955
37.933902,9.497321,-4.085176
37.934181,9.497782,-4.084397
37.934460,9.498244,-4.083618
37.934738,9.498705,-4.082839
37.935017,9.499167,-4.082059
37.935296,9.499628,-4.081279
37.935575,9.500089,-4.080498
37.935853,9.500550,-4.079718
37.936132,9.501011,-4.078936
37.936410,9.501472,-4.078155
37.936689,9.501933,-4.077373
37.936968,9.502394,-4.076591
37.937246,9.502854,-4.075808
37.937525,9.503315,-4.075025
37.937803,9.503775,-4.074242
37.938082,9.504235,-4.073458
37.938360,9.504696,-4.072674
37.938638,9.505156,-4.071890
37.938917,9.505616,-4.071105
37.939195,9.506076,-4.070320
37.939473,9.506535,-4.069535
37.939752,9.506995,-4.068749
37.940030,9.507455,-4.067963
37.940308,9.507914,-4.067177
37.940587,9.508374,-4.066390
37.940865,9.508833,-4.065603
37.941143,9.509292,-4.064816
37.941421,9.509751,-4.064028
37.941699,9.510210,-4.063240
37.941977,9.510669,-4.062451
37.942255,9.511128,-4.061662
37.942533,9.511587,-4.060873
37.942811,9.512046,-4.060084
37.943089,9.512504,-4.059294
37.943367,9.512963,-4.058503
37.943645,9.513421,-4.057713
37.943923,9.513879,-4.056922
37.944201,9.514337,-4.056131
37.944479,9.514795,-4.055339
37.944757,9.515253,-4.054547
37.945035,9.515711,-4.053755
37.945312,9.516169,-4.052962
37.945590,9.516626,-4.052169
37.945868,9.517084,-4.051376
37.946145,9.517541,-4.050582
37.946423,9.517999,-4.049788
37.946701,9.518456,-4.048994
37.946978,9.518913,-4.048199
37.947256,9.519370,-4.047404
37.947534,9.519827,-4.046609
37.947811,9.520284,-4.045813
37.948089,9.520741,-4.045017
37.948366,9.521197,-4.044220
37.948644,9.521654,-4.043423
37.948921,9.522110,-4.042626
37.949199,9.522567,-4.041829
37.949476,9.523023,-4.041031
37.949753,9.523479,-4.040233
37.950031,9.523935,-4.039434
37.950308,9.524391,-4.038635
37.950585,9.524847,-4.037836
37.950862,9.525303,-4.037037
37.951140,9.525758,-4.036237
37.951417,9.526214,-4.035437
37.951694,9.526669,-4.034636
37.951971,9.527125,-4.033835
37.952248,9.527580,-4.033034
37.952526,9.528035,-4.032232
37.952803,9.528490,-4.031430
37.953080,9.528945,-4.030628
37.953357,9.529400,-4.029825
37.953634,9.529854,-4.029022
37.953911,9.530309,-4.028219
37.954188,9.530764,-4.027415
37.954465,9.531218,-4.026611
37.954742,9.531672,-4.025807
37.955018,9.532127,-4.025002
37.955295,9.532581,-4.024197
37.955572,9.533035,-4.023392
37.955849,9.533488,-4.022586
37.956126,9.533942,-4.021780
37.956402,9.534396,-4.020973
37.956679,9.534849,-4.020167
37.956956,9.535303,-4.019360
37.957233,9.535756,-4.018552
37.957509,9.536210,-4.017744
37.957786,9.536663,-4.016936
37.958062,9.537116,-4.016128
37.958339,9.537569,-4.015319
37.958616,9.538022,-4.014510
37.958892,9.538474,-4.013700
37.959169,9.538927,-4.012890
37.959445,9.539379,-4.012080
37.959721,9.539832,-4.011270
37.959998,9.540284,-4.010459
37.960274,9.540736,-4.009648
37.960551,9.541189,-4.008836
37.960827,9.541641,-4.008024
37.961103,9.542092,-4.007212
37.961380,9.542544,-4.006399
37.961656,9.542996,-4.005586
37.961932,9.543447,-4.004773
37.962208,9.543899,-4.003960
37.962485,9.544350,-4.003146
37.962761,9.544802,-4.002331
37.963037,9.545253,-4.001517
37.963313,9.545704,-4.000702
37.963589,9.546155,-3.999886
37.963865,9.546605,-3.999071
37.964141,9.547056,-3.998255
37.964417,9.547507,-3.997438
37.964693,9.547957,-3.996622
37.964969,9.548408,-3.995805
37.965245,9.548858,-3.994987
37.965521,9.549308,-3.994170
37.965797,9.549758,-3.993352
37.966073,9.550208,-3.992533
37.966349,9.550658,-3.991715
37.966624,9.551108,-3.990896
37.966900,9.551557,-3.990076
37.967176,9.552007,-3.989256
37.967452,9.552456,-3.988436
37.967727,9.552906,-3.987616
37.968003,9.553355,-3.986795
37.968279,9.553804,-3.985974
37.968554,9.554253,-3.985153
37.968830,9.554702,-3.984331
37.969106,9.555151,-3.983509
37.969381,9.555599,-3.982686
37.969657,9.556048,-3.981864
37.969932,9.556496,-3.981041
37.970208,9.556945,-3.980217
37.970483,9.557393,-3.979393
37.970759,9.557841,-3.978569
37.971034,9.558289,-3.977745
37.971310,9.558737,-3.976920
37.971585,9.559185,-3.976095
37.971860,9.559632,-3.975269
37.972136,9.560080,-3.974443
37.972411,9.560527,-3.973617
37.972686,9.560975,-3.972791
37.972961,9.561422,-3.971964
37.973237,9.561869,-3.971137
37.973512,9.562316,-3.970309
37.973787,9.562763,-3.969481
37.974062,9.563210,-3.968653
37.974337,9.563656,-3.967825
37.974612,9.564103,-3.966996
37.974887,9.564549,-3.966167
37.975162,9.564996,-3.965337
37.975437,9.565442,-3.964507
37.975712,9.565888,-3.963677
37.975987,9.566334,-3.962846
37.976262,9.566780,-3.962015
37.976537,9.567226,-3.961184
37.976812,9.567672,-3.960353
37.977087,9.568117,-3.959521
37.977362,9.568563,-3.958689
37.977637,9.569008,-3.957856
37.977911,9.569453,-3.957023
37.978186,9.569898,-3.956190
37.978461,9.570343,-3.955356
37.978736,9.570788,-3.954522
37.979010,9.571233,-3.953688
37.979285,9.571677,-3.952853
37.979560,9.572122,-3.952019
37.979834,9.572566,-3.951183
37.980109,9.573011,-3.950348
37.980383,9.573455,-3.949512
37.980658,9.573899,-3.948676
37.980932,9.574343,-3.947839
37.981207,9.574787,-3.947002
37.981481,9.575231,-3.946165
37.981756,9.575674,-3.945327
37.982030,9.576118,-3.944489
37.982305,9.576561,-3.943651
37.982579,9.577004,-3.942812
37.982853,9.577448,-3.941973
37.983128,9.577891,-3.941134
37.983402,9.578334,-3.940294
37.983676,9.578776,-3.939454
37.983951,9.579219,-3.938614
37.984225,9.579662,-3.937774
37.984499,9.580104,-3.936933
37.984773,9.580547,-3.936091
37.985047,9.580989,-3.935250
37.985321,9.581431,-3.934408
37.985596,9.581873,-3.933565
37.985870,9.582315,-3.932723
37.986144,9.582757,-3.931880
37.986418,9.583198,-3.931036
37.986692,9.583640,-3.930193
37.986966,9.584081,-3.929349
37.987240,9.584523,-3.928505
37.987514,9.584964,-3.927660
37.987788,9.585405,-3.926815
37.988061,9.585846,-3.925970
37.988335,9.586287,-3.925124
37.988609,9.586728,-3.924278
37.988883,9.587168,-3.923432
37.989157,9.587609,-3.922585
37.989430,9.588049,-3.921738
37.989704,9.588489,-3.920891
37.989978,9.588930,-3.920043
37.990252,9.589370,-3.919195
37.990525,9.589810,-3.918347
37.990799,9.590249,-3.917498
37.991073,9.590689,-3.916649
37.991346,9.591129,-3.915800
37.991620,9.591568,-3.914950
37.991893,9.592007,-3.914101
37.992167,9.592447,-3.913250
37.992440,9.592886,-3.912400
37.992714,9.593325,-3.911549
37.992987,9.593763,-3.910697
37.993261,9.594202,-3.909846
37.993534,9.594641,-3.908994
37.993807,9.595079,-3.908142
37.994081,9.595518,-3.907289
37.994354,9.595956,-3.906436
37.994627,9.596394,-3.905583
37.994901,9.596832,-3.904729
37.995174,9.597270,-3.903875
37.995447,9.597708,-3.903021
37.995720,9.598145,-3.902166
37.995993,9.598583,-3.901311
37.996267,9.599020,-3.900456
37.996540,9.599458,-3.899600
37.996813,9.599895,-3.898745
37.997086,9.600332,-3.897888
37.997359,9.600769,-3.897032
37.997632,9.601206,-3.896175
37.997905,9.601642,-3.895318
37.998178,9.602079,-3.894460
37.998451,9.602515,-3.893602
37.998724,9.602952,-3.892744
37.998997,9.603388,-3.891885
37.999270,9.603824,-3.891026
37.999543,9.604260,-3.890167
37.999815,9.604696,-3.889308
38.000088,9.605132,-3.888448
38.000361,9.605567,-3.887587
38.000634,9.606003,-3.886727
38.000907,9.606438,-3.885866
38.001179,9.606873,-3.885005
38.001452,9.607308,-3.884143
38.001725,9.607743,-3.883281
38.001997,9.608178,-3.882419
38.002270,9.608613,-3.881557
38.002542,9.609048,-3.880694
38.002815,9.609482,-3.879831
38.003088,9.609916,-3.878967
38.003360,9.610351,-3.878103
38.003633,9.610785,-3.877239
38.003905,9.611219,-3.876375
38.004178,9.611653,-3.875510
38.004450,9.612087,-3.874645
38.004722,9.612520,-3.873779
38.004995,9.612954,-3.872913
38.005267,9.613387,-3.872047
38.005540,9.613820,-3.871181
38.005812,9.614254,-3.870314
38.006084,9.614687,-3.869447
38.006356,9.615119,-3.868579
38.006629,9.615552,-3.867712
38.006901,9.615985,-3.866844
38.007173,9.616417,-3.865975
38.007445,9.616850,-3.865106
38.007717,9.617282,-3.864237
38.007989,9.617714,-3.863368
38.008262,9.618146,-3.862498
38.008534,9.618578,-3.861628
38.008806,9.619010,-3.860758
38.009078,9.619442,-3.859887
38.009350,9.619873,-3.859016
38.009622,9.620305,-3.858145
38.009894,9.620736,-3.857273
38.010166,9.621167,-3.856401
38.010438,9.621598,-3.855528
38.010709,9.622029,-3.854656
38.010981,9.622460,-3.853783
38.011253,9.622890,-3.852909
38.011525,9.623321,-3.852036
38.011797,9.623751,-3.851162
38.012068,9.624181,-3.850287
38.012340,9.624612,-3.849413
38.012612,9.625042,-3.848538
38.012884,9.625471,-3.847663
38.013155,9.625901,-3.846787
38.013427,9.626331,-3.845911
38.013699,9.626760,-3.845035
38.013970,9.627190,-3.844158
38.014242,9.627619,-3.843281
38.014513,9.628048,-3.842404
38.014785,9.628477,-3.841526
38.015056,9.628906,-3.840648
38.015328,9.629335,-3.839770
38.015599,9.629763,-3.838892
38.015871,9.630192,-3.838013
38.016142,9.630620,-3.837134
38.016414,9.631048,-3.836254
38.016685,9.631477,-3.835374
38.016956,9.631905,-3.834494
38.017228,9.632332,-3.833614
38.017499,9.632760,-3.832733
38.017770,9.633188,-3.831852
38.018041,9.633615,-3.830970
38.018313,9.634042,-3.830088
38.018584,9.634470,-3.829206
38.018855,9.634897,-3.828324
38.019126,9.635324,-3.827441
38.019397,9.635750,-3.826558
38.019668,9.636177,-3.825674
38.019940,9.636604,-3.824791
38.020211,9.637030,-3.823907
38.020482,9.637456,-3.823022
38.020753,9.637883,-3.822138
38.021024,9.638309,-3.821253
38.021295,9.638735,-3.820367
38.021566,9.639160,-3.819482
38.021837,9.639586,-3.818596
38.022107,9.640011,-3.817709
38.022378,9.640437,-3.816823
38.022649,9.640862,-3.815936
38.022920,9.641287,-3.815048
38.023191,9.641712,-3.814161
38.023462,9.642137,-3.813273
38.023732,9.642562,-3.812384
38.024003,9.642986,-3.811496
38.024274,9.643411,-3.810607
38.024545,9.643835,-3.809718
38.024815,9.644259,-3.808828
38.025086,9.644683,-3.807938
38.025356,9.645107,-3.807048
38.025627,9.645531,-3.806158
38.025898,9.645955,-3.805267
38.026168,9.646378,-3.804376
38.026439,9.646802,-3.803484
38.026709,9.647225,-3.802592
38.026980,9.647648,-3.801700
38.027250,9.648071,-3.800808
38.027521,9.648494,-3.799915
38.027791,9.648917,-3.799022
38.028061,9.649340,-3.798128
38.028332,9.649762,-3.797235
38.028602,9.650184,-3.796341
38.028872,9.650607,-3.795446
38.029143,9.651029,-3.794552
38.029413,9.651451,-3.793657
38.029683,9.651872,-3.792761
38.029954,9.652294,-3.791866
38.030224,9.652716,-3.790970
38.030494,9.653137,-3.790073
38.030764,9.653558,-3.789177
38.031034,9.653980,-3.788280
38.031304,9.654401,-3.787383
38.031574,9.654821,-3.786485
38.031845,9.655242,-3.785587
38.032115,9.655663,-3.784689
38.032385,9.656083,-3.783790
38.032655,9.656504,-3.782891
38.032925,9.656924,-3.781992
38.033195,9.657344,-3.781093
38.033464,9.657764,-3.780193
38.033734,9.658184,-3.779293
38.034004,9.658603,-3.778392
38.034274,9.659023,-3.777492
38.034544,9.659442,-3.776590
38.034814,9.659861,-3.775689
38.035084,9.660281,-3.774787
38.035353,9.660700,-3.773885
38.035623,9.661118,-3.772983
38.035893,9.661537,-3.772080
38.036163,9.661956,-3.771177
38.036432,9.662374,-3.770274
38.036702,9.662792,-3.769370
38.036972,9.663211,-3.768466
38.037241,9.663629,-3.767562
38.037511,9.664047,-3.766657
38.037780,9.664464,-3.765752
38.038050,9.664882,-3.764847
38.038319,9.665299,-3.763942
38.038589,9.665717,-3.763036
38.038858,9.666134,-3.762130
38.039128,9.666551,-3.761223
38.039397,9.666968,-3.760316
38.039667,9.667385,-3.759409
38.039936,9.667801,-3.758502
38.040205,9.668218,-3.757594
38.040475,9.668634,-3.756686
38.040744,9.669051,-3.755777
38.041013,9.669467,-3.754869
38.041283,9.669883,-3.753960
38.041552,9.670299,-3.753050
38.041821,9.670714,-3.752141
38.042090,9.671130,-3.751231
38.042360,9.671545,-3.750320
38.042629,9.671961,-3.749410
38.042898,9.672376,-3.748499
38.043167,9.672791,-3.747587
38.043436,9.673206,-3.746676
38.043705,9.673620,-3.745764
38.043974,9.674035,-3.744852
38.044243,9.674449,-3.743939
38.044512,9.674864,-3.743026
38.044781,9.675278,-3.742113
38.045050,9.675692,-3.741200
38.045319,9.676106,-3.740286
38.045588,9.676520,-3.739372
38.045857,9.676933,-3.738457
38.046126,9.677347,-3.737543
38.046395,9.677760,-3.736628
38.046664,9.678173,-3.735712
38.046932,9.678586,-3.734796
38.047201,9.678999,-3.733880
38.047470,9.679412,-3.732964
38.047739,9.679824,-3.732048
38.048007,9.680237,-3.731131
38.048276,9.680649,-3.730213
38.048545,9.681062,-3.729296
38.048813,9.681474,-3.728378
38.049082,9.681886,-3.727460
38.049351,9.682297,-3.726541
38.049619,9.682709,-3.725622
38.049888,9.683120,-3.724703
38.050156,9.683532,-3.723784
38.050425,9.683943,-3.722864
38.050693,9.684354,-3.721944
38.050962,9.684765,-3.721023
38.051230,9.685176,-3.720103
38.051499,9.685586,-3.719182
38.051767,9.685997,-3.718260
38.052035,9.686407,-3.717339
38.052304,9.686818,-3.716417
38.052572,9.687228,-3.715494
38.052840,9.687638,-3.714572
38.053109,9.688047,-3.713649
38.053377,9.688457,-3.712726
38.053645,9.688867,-3.711802
38.053913,9.689276,-3.710878
38.054182,9.689685,-3.709954
38.054450,9.690094,-3.709030
38.054718,9.690503,-3.708105
38.054986,9.690912,-3.707180
38.055254,9.691321,-3.706254
38.055522,9.691729,-3.705328
38.055790,9.692137,-3.704402
38.056058,9.692546,-3.703476
38.056327,9.692954,-3.702549
38.056595,9.693362,-3.701622
38.056863,9.693769,-3.700695
38.057130,9.694177,-3.699768
38.057398,9.694585,-3.698840
38.057666,9.694992,-3.697911
38.057934,9.695399,-3.696983
38.058202,9.695806,-3.696054
38.058470,9.696213,-3.695125
38.058738,9.696620,-3.694195
38.059006,9.697027,-3.693266
38.059273,9.697433,-3.692335
38.059541,9.697839,-3.691405
38.059809,9.698246,-3.690474
38.060077,9.698652,-3.689543
38.060344,9.699057,-3.688612
38.060612,9.699463,-3.687680
38.060880,9.699869,-3.686748
38.061147,9.700274,-3.685816
38.061415,9.700680,-3.684883
38.061683,9.701085,-3.683951
38.061950,9.701490,-3.683017
38.062218,9.701895,-3.682084
38.062485,9.702299,-3.681150
38.062753,9.702704,-3.680216
38.063020,9.703108,-3.679281
38.063288,9.703513,-3.678347
38.063555,9.703917,-3.677412
38.063822,9.704321,-3.676476
38.064090,9.704725,-3.675540
38.064357,9.705128,-3.674604
38.064625,9.705532,-3.673668
38.064892,9.705935,-3.672732
38.065159,9.706339,-3.671795
38.065427,9.706742,-3.670857
38.065694,9.707145,-3.669920
38.065961,9.707547,-3.668982
38.066228,9.707950,-3.668044
38.066495,9.708353,-3.667105
38.066763,9.708755,-3.666167
38.067030,9.709157,-3.665227
38.067297,9.709559,-3.664288
38.067564,9.709961,-3.663348
38.067831,9.710363,-3.662408
38.068098,9.710765,-3.661468
38.068365,9.711166,-3.660527
38.068632,9.711568,-3.659586
38.068899,9.711969,-3.658645
38.069166,9.712370,-3.657704
38.069433,9.712771,-3.656762
38.069700,9.713171,-3.655820
38.069967,9.713572,-3.654877
38.070234,9.713972,-3.653934
38.070501,9.714373,-3.652991
38.070768,9.714773,-3.652048
38.071035,9.715173,-3.651104
38.071301,9.715573,-3.650160
38.071568,9.715972,-3.649216
38.071835,9.716372,-3.648271
38.072102,9.716771,-3.647326
38.072368,9.717170,-3.646381
38.072635,9.717570,-3.645435
38.072902,9.717968,-3.644489
38.073169,9.718367,-3.643543
38.073435,9.718766,-3.642597
38.073702,9.719164,-3.641650
38.073968,9.719563,-3.640703
38.074235,9.719961,-3.639755
38.074502,9.720359,-3.638808
38.074768,9.720757,-3.637860
38.075035,9.721155,-3.636911
38.075301,9.721552,-3.635963
38.075568,9.721950,-3.635014
38.075834,9.722347,-3.634065
38.076100,9.722744,-3.633115
38.076367,9.723141,-3.632165
38.076633,9.723538,-3.631215
38.076900,9.723934,-3.630265
38.077166,9.724331,-3.629314
38.077432,9.724727,-3.628363
38.077699,9.725123,-3.627411
38.077965,9.725519,-3.626460
38.078231,9.725915,-3.625508
38.078497,9.726311,-3.624555
38.078764,9.726707,-3.623603
38.079030,9.727102,-3.622650
38.079296,9.727497,-3.621697
38.079562,9.727893,-3.620743
38.079828,9.728288,-3.619789
38.080094,9.728682,-3.618835
38.080360,9.729077,-3.617881
38.080627,9.729472,-3.616926
38.080893,9.729866,-3.615971
38.081159,9.730260,-3.615016
38.081425,9.730654,-3.614060
38.081691,9.731048,-3.613104
38.081957,9.731442,-3.612148
38.082223,9.731835,-3.611191
38.082488,9.732229,-3.610234
38.082754,9.732622,-3.609277
38.083020,9.733015,-3.608320
38.083286,9.733408,-3.607362
38.083552,9.733801,-3.606404
38.083818,9.734194,-3.605445
38.084084,9.734586,-3.604487
38.084349,9.734979,-3.603528
38.084615,9.735371,-3.602568
38.084881,9.735763,-3.601609
38.085147,9.736155,-3.600649
38.085412,9.736547,-3.599689
38.085678,9.736938,-3.598728
38.085944,9.737330,-3.597767
38.086209,9.737721,-3.596806
38.086475,9.738112,-3.595845
38.086740,9.738503,-3.594883
38.087006,9.738894,-3.593921
38.087271,9.739284,-3.592959
38.087537,9.739675,-3.591996
38.087803,9.740065,-3.591033
38.088068,9.740455,-3.590070
38.088333,9.740845,-3.589106
38.088599,9.741235,-3.588143
38.088864,9.741625,-3.587178
38.089130,9.742015,-3.586214
38.089395,9.742404,-3.585249
38.089660,9.742793,-3.584284
38.089926,9.743182,-3.583319
38.090191,9.743571,-3.582353
38.090456,9.743960,-3.581387
38.090722,9.744349,-3.580421
38.090987,9.744737,-3.579454
38.091252,9.745125,-3.578488
38.091517,9.745513,-3.577520
38.091783,9.745901,-3.576553
38.092048,9.746289,-3.575585
38.092313,9.746677,-3.574617
38.092578,9.747064,-3.573649
38.092843,9.747452,-3.572680
38.093108,9.747839,-3.571711
38.093373,9.748226,-3.570742
38.093638,9.748613,-3.569772
