E0.950000, L_z3.000000, r2.710000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.002350
E0.950000, L_z3.000000, r2.682000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.003149
E0.950000, L_z3.000000, r2.681000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.049744
E0.950000, L_z3.000000, r2.680000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.048547
E0.950000, L_z3.000000, r2.679000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.019375
E0.950000, L_z3.000000, r2.678000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.011549
E0.950000, L_z3.000000, r2.677000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.013947
E0.950000, L_z3.000000, r2.676000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.749946
E0.950000, L_z3.000000, r2.675000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.749946
E0.950000, L_z3.000000, r2.674000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.749946
E0.950000, L_z3.000000, r2.673000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.749946
E0.950000, L_z3.000000, r2.672000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.749946
E0.950000, L_z3.000000, r2.671000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.749946
E0.950000, L_z3.000000, r2.670000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.749945
E0.950000, L_z3.000000, r2.669000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.008552
E0.950000, L_z3.000000, r2.668000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.013350
E0.950000, L_z3.000000, r2.667000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.008948
E0.950000, L_z3.000000, r2.666000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.025949
E0.950000, L_z3.000000, r2.665000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.009943
E0.950000, L_z3.000000, r2.664000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.004948
E0.950000, L_z3.000000, r2.663000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.081925
E0.950000, L_z3.000000, r2.662000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.055694
E0.950000, L_z3.000000, r2.661000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.002138
E0.950000, L_z3.000000, r2.660000, ur0.000000, M1.000000, J0.300000, M2-0.000000, S3-0.005400, M40.024300
0.002742
