phi,r,z
81.540215,8.564023,3.132128
81.540550,8.564667,3.133258
81.540886,8.565310,3.134388
81.541221,8.565953,3.135518
81.541556,8.566596,3.136647
81.541891,8.567239,3.137776
81.542226,8.567882,3.138905
81.542561,8.568525,3.140033
81.542896,8.569167,3.141161
81.543231,8.569810,3.142288
81.543566,8.570452,3.143415
81.543901,8.571094,3.144542
81.544236,8.571736,3.145668
81.544571,8.572378,3.146794
81.544905,8.573019,3.147920
81.545240,8.573661,3.149045
81.545575,8.574302,3.150170
81.545909,8.574944,3.151294
81.546244,8.575585,3.152419
81.546578,8.576226,3.153542
81.546913,8.576867,3.154666
81.547247,8.577508,3.155789
81.547582,8.578148,3.156911
81.547916,8.578789,3.158034
81.548250,8.579429,3.159156
81.548585,8.580069,3.160277
81.548919,8.580709,3.161398
81.549253,8.581349,3.162519
81.549587,8.581989,3.163640
81.549921,8.582629,3.164760
81.550255,8.583268,3.165879
81.550589,8.583908,3.166999
81.550923,8.584547,3.168118
81.551257,8.585186,3.169236
81.551591,8.585825,3.170355
81.551925,8.586464,3.171472
81.552259,8.587103,3.172590
81.552592,8.587741,3.173707
81.552926,8.588380,3.174824
81.553260,8.589018,3.175940
81.553593,8.589656,3.177056
81.553927,8.590294,3.178172
81.554260,8.590932,3.179287
81.554594,8.591570,3.180402
81.554927,8.592207,3.181517
81.555261,8.592845,3.182631
81.555594,8.593482,3.183745
81.555927,8.594120,3.184858
81.556261,8.594757,3.185971
81.556594,8.595394,3.187084
81.556927,8.596031,3.188196
81.557260,8.596667,3.189308
81.557593,8.597304,3.190420
81.557926,8.597940,3.191531
81.558259,8.598577,3.192642
81.558592,8.599213,3.193752
81.558925,8.599849,3.194862
81.559258,8.600485,3.195972
81.559591,8.601121,3.197082
81.559924,8.601756,3.198191
81.560257,8.602392,3.199299
81.560589,8.603027,3.200408
81.560922,8.603663,3.201515
81.561255,8.604298,3.202623
81.561587,8.604933,3.203730
81.561920,8.605568,3.204837
81.562252,8.606202,3.205943
81.562585,8.606837,3.207049
81.562917,8.607471,3.208155
81.563250,8.608106,3.209260
81.563582,8.608740,3.210365
81.563914,8.609374,3.211470
81.564246,8.610008,3.212574
81.564579,8.610642,3.213678
81.564911,8.611276,3.214781
81.565243,8.611909,3.215884
81.565575,8.612543,3.216987
81.565907,8.613176,3.218090
81.566239,8.613809,3.219192
81.566571,8.614442,3.220293
81.566903,8.615075,3.221394
81.567235,8.615708,3.222495
81.567567,8.616341,3.223596
81.567898,8.616973,3.224696
81.568230,8.617606,3.225796
81.568562,8.618238,3.226895
81.568893,8.618870,3.227994
81.569225,8.619502,3.229093
81.569557,8.620134,3.230191
81.569888,8.620766,3.231289
81.570220,8.621397,3.232387
81.570551,8.622029,3.233484
81.570882,8.622660,3.234581
81.571214,8.623291,3.235677
81.571545,8.623923,3.236773
81.571876,8.624554,3.237869
81.572208,8.625184,3.238964
81.572539,8.625815,3.240059
81.572870,8.626446,3.241154
81.573201,8.627076,3.242248
81.573532,8.627707,3.243342
81.573863,8.628337,3.244435
81.574194,8.628967,3.245528
81.574525,8.629597,3.246621
81.574856,8.630227,3.247713
81.575187,8.630856,3.248805
81.575518,8.631486,3.249897
81.575848,8.632115,3.250988
81.576179,8.632745,3.252079
81.576510,8.633374,3.253170
81.576840,8.634003,3.254260
81.577171,8.634632,3.255349
81.577502,8.635261,3.256439
81.577832,8.635890,3.257528
81.578163,8.636518,3.258617
81.578493,8.637147,3.259705
81.578823,8.637775,3.260793
81.579154,8.638403,3.261880
81.579484,8.639031,3.262968
81.579814,8.639659,3.264054
81.580145,8.640287,3.265141
81.580475,8.640915,3.266227
81.580805,8.641542,3.267313
81.581135,8.642170,3.268398
81.581465,8.642797,3.269483
81.581795,8.643424,3.270567
81.582125,8.644051,3.271652
81.582455,8.644678,3.272735
81.582785,8.645305,3.273819
81.583115,8.645932,3.274902
81.583445,8.646558,3.275985
81.583774,8.647185,3.277067
81.584104,8.647811,3.278149
81.584434,8.648437,3.279231
81.584763,8.649063,3.280312
81.585093,8.649689,3.281393
81.585423,8.650315,3.282473
81.585752,8.650941,3.283553
81.586082,8.651566,3.284633
81.586411,8.652192,3.285713
81.586740,8.652817,3.286792
81.587070,8.653442,3.287870
81.587399,8.654068,3.288948
81.587728,8.654693,3.290026
81.588058,8.655317,3.291104
81.588387,8.655942,3.292181
81.588716,8.656567,3.293258
81.589045,8.657191,3.294334
81.589374,8.657815,3.295410
81.589703,8.658440,3.296486
81.590032,8.659064,3.297561
81.590361,8.659688,3.298636
81.590690,8.660312,3.299711
81.591019,8.660935,3.300785
81.591348,8.661559,3.301859
81.591676,8.662182,3.302932
81.592005,8.662806,3.304005
81.592334,8.663429,3.305078
81.592662,8.664052,3.306150
81.592991,8.664675,3.307222
81.593320,8.665298,3.308294
81.593648,8.665921,3.309365
81.593977,8.666543,3.310436
81.594305,8.667166,3.311506
81.594634,8.667788,3.312577
81.594962,8.668411,3.313646
81.595290,8.669033,3.314716
81.595618,8.669655,3.315785
81.595947,8.670277,3.316853
81.596275,8.670899,3.317922
81.596603,8.671520,3.318989
81.596931,8.672142,3.320057
81.597259,8.672763,3.321124
81.597587,8.673384,3.322191
81.597915,8.674006,3.323257
81.598243,8.674627,3.324323
81.598571,8.675248,3.325389
81.598899,8.675869,3.326454
81.599227,8.676489,3.327519
81.599555,8.677110,3.328584
81.599882,8.677730,3.329648
81.600210,8.678351,3.330712
81.600538,8.678971,3.331775
81.600865,8.679591,3.332838
81.601193,8.680211,3.333901
81.601521,8.680831,3.334963
81.601848,8.681451,3.336025
81.602176,8.682070,3.337086
81.602503,8.682690,3.338148
81.602830,8.683309,3.339208
81.603158,8.683928,3.340269
81.603485,8.684548,3.341329
81.603812,8.685167,3.342389
81.604140,8.685785,3.343448
81.604467,8.686404,3.344507
81.604794,8.687023,3.345565
81.605121,8.687641,3.346624
81.605448,8.688260,3.347682
81.605775,8.688878,3.348739
81.606102,8.689496,3.349796
81.606429,8.690115,3.350853
81.606756,8.690733,3.351909
81.607083,8.691350,3.352965
81.607410,8.691968,3.354021
81.607736,8.692586,3.355076
81.608063,8.693203,3.356131
81.608390,8.693821,3.357185
81.608716,8.694438,3.358239
81.609043,8.695055,3.359293
81.609370,8.695672,3.360347
81.609696,8.696289,3.361400
81.610023,8.696906,3.362452
81.610349,8.697522,3.363504
81.610676,8.698139,3.364556
81.611002,8.698755,3.365608
81.611328,8.699372,3.366659
81.611655,8.699988,3.367710
81.611981,8.700604,3.368760
81.612307,8.701220,3.369810
81.612633,8.701836,3.370860
81.612959,8.702452,3.371909
81.613285,8.703067,3.372958
81.613611,8.703683,3.374006
81.613937,8.704298,3.375055
81.614263,8.704914,3.376102
81.614589,8.705529,3.377150
81.614915,8.706144,3.378197
81.615241,8.706759,3.379244
81.615567,8.707373,3.380290
81.615893,8.707988,3.381336
81.616218,8.708603,3.382381
81.616544,8.709217,3.383426
81.616870,8.709832,3.384471
81.617195,8.710446,3.385516
81.617521,8.711060,3.386560
81.617846,8.711674,3.387603
81.618172,8.712288,3.388647
81.618497,8.712902,3.389690
81.618823,8.713515,3.390732
81.619148,8.714129,3.391774
81.619474,8.714742,3.392816
81.619799,8.715356,3.393858
81.620124,8.715969,3.394899
81.620449,8.716582,3.395940
81.620774,8.717195,3.396980
81.621100,8.717808,3.398020
81.621425,8.718421,3.399059
81.621750,8.719033,3.400099
81.622075,8.719646,3.401137
81.622400,8.720258,3.402176
81.622725,8.720871,3.403214
81.623050,8.721483,3.404252
81.623374,8.722095,3.405289
81.623699,8.722707,3.406326
81.624024,8.723319,3.407363
81.624349,8.723930,3.408399
81.624673,8.724542,3.409435
81.624998,8.725154,3.410470
81.625323,8.725765,3.411505
81.625647,8.726376,3.412540
81.625972,8.726987,3.413575
81.626296,8.727598,3.414609
81.626621,8.728209,3.415642
81.626945,8.728820,3.416675
81.627270,8.729431,3.417708
81.627594,8.730042,3.418741
81.627918,8.730652,3.419773
81.628243,8.731263,3.420805
81.628567,8.731873,3.421836
81.628891,8.732483,3.422867
81.629215,8.733093,3.423898
81.629539,8.733703,3.424928
81.629863,8.734313,3.425958
81.630187,8.734923,3.426987
81.630511,8.735532,3.428017
81.630835,8.736142,3.429045
81.631159,8.736751,3.430074
81.631483,8.737360,3.431102
81.631807,8.737969,3.432129
81.632131,8.738579,3.433157
81.632454,8.739187,3.434184
81.632778,8.739796,3.435210
81.633102,8.740405,3.436236
81.633425,8.741014,3.437262
81.633749,8.741622,3.438287
81.634072,8.742231,3.439312
81.634396,8.742839,3.440337
81.634719,8.743447,3.441361
81.635043,8.744055,3.442385
81.635366,8.744663,3.443409
81.635690,8.745271,3.444432
81.636013,8.745879,3.445455
81.636336,8.746486,3.446477
81.636660,8.747094,3.447499
81.636983,8.747701,3.448521
81.637306,8.748308,3.449542
81.637629,8.748916,3.450563
81.637952,8.749523,3.451584
81.638275,8.750130,3.452604
81.638598,8.750737,3.453624
81.638921,8.751343,3.454643
81.639244,8.751950,3.455662
81.639567,8.752556,3.456681
81.639890,8.753163,3.457699
81.640213,8.753769,3.458717
81.640535,8.754375,3.459735
81.640858,8.754981,3.460752
81.641181,8.755587,3.461769
81.641503,8.756193,3.462785
81.641826,8.756799,3.463802
81.642149,8.757405,3.464817
81.642471,8.758010,3.465833
81.642794,8.758616,3.466848
81.643116,8.759221,3.467862
81.643439,8.759826,3.468876
81.643761,8.760431,3.469890
81.644083,8.761036,3.470904
81.644406,8.761641,3.471917
81.644728,8.762246,3.472929
81.645050,8.762851,3.473942
81.645372,8.763455,3.474954
81.645694,8.764060,3.475965
81.646016,8.764664,3.476977
81.646339,8.765269,3.477987
81.646661,8.765873,3.478998
81.646983,8.766477,3.480008
81.647305,8.767081,3.481018
81.647626,8.767685,3.482027
81.647948,8.768288,3.483036
81.648270,8.768892,3.484045
81.648592,8.769495,3.485053
81.648914,8.770099,3.486061
81.649235,8.770702,3.487068
81.649557,8.771305,3.488075
81.649879,8.771908,3.489082
81.650200,8.772511,3.490089
81.650522,8.773114,3.491095
81.650844,8.773717,3.492100
81.651165,8.774320,3.493105
81.651486,8.774922,3.494110
81.651808,8.775525,3.495115
81.652129,8.776127,3.496119
81.652451,8.776729,3.497123
81.652772,8.777331,3.498126
81.653093,8.777934,3.499129
81.653414,8.778535,3.500132
81.653736,8.779137,3.501134
81.654057,8.779739,3.502136
81.654378,8.780341,3.503137
81.654699,8.780942,3.504139
81.655020,8.781544,3.505139
81.655341,8.782145,3.506140
81.655662,8.782746,3.507140
81.655983,8.783347,3.508139
81.656304,8.783948,3.509139
81.656625,8.784549,3.510137
81.656945,8.785150,3.511136
81.657266,8.785750,3.512134
81.657587,8.786351,3.513132
81.657907,8.786951,3.514129
81.658228,8.787552,3.515126
81.658549,8.788152,3.516123
81.658869,8.788752,3.517119
81.659190,8.789352,3.518115
81.659510,8.789952,3.519111
81.659831,8.790552,3.520106
81.660151,8.791152,3.521101
81.660472,8.791751,3.522095
81.660792,8.792351,3.523089
81.661112,8.792950,3.524083
81.661433,8.793550,3.525076
81.661753,8.794149,3.526069
81.662073,8.794748,3.527062
81.662393,8.795347,3.528054
81.662713,8.795946,3.529045
81.663033,8.796545,3.530037
81.663353,8.797143,3.531028
81.663673,8.797742,3.532019
81.663993,8.798341,3.533009
81.664313,8.798939,3.533999
81.664633,8.799537,3.534988
81.664953,8.800135,3.535978
81.665273,8.800734,3.536966
81.665593,8.801332,3.537955
81.665912,8.801929,3.538943
81.666232,8.802527,3.539930
81.666552,8.803125,3.540918
81.666871,8.803722,3.541905
81.667191,8.804320,3.542891
81.667510,8.804917,3.543877
81.667830,8.805515,3.544863
81.668149,8.806112,3.545849
81.668469,8.806709,3.546834
81.668788,8.807306,3.547818
81.669108,8.807903,3.548803
81.669427,8.808499,3.549787
81.669746,8.809096,3.550770
81.670065,8.809693,3.551753
81.670385,8.810289,3.552736
81.670704,8.810886,3.553719
81.671023,8.811482,3.554701
81.671342,8.812078,3.555682
81.671661,8.812674,3.556664
81.671980,8.813270,3.557645
81.672299,8.813866,3.558625
81.672618,8.814462,3.559605
81.672937,8.815057,3.560585
81.673256,8.815653,3.561565
81.673575,8.816248,3.562544
81.673893,8.816844,3.563523
81.674212,8.817439,3.564501
81.674531,8.818034,3.565479
81.674849,8.818629,3.566456
81.675168,8.819224,3.567434
81.675487,8.819819,3.568410
81.675805,8.820414,3.569387
81.676124,8.821008,3.570363
81.676442,8.821603,3.571339
81.676761,8.822197,3.572314
81.677079,8.822792,3.573289
81.677398,8.823386,3.574264
81.677716,8.823980,3.575238
81.678034,8.824574,3.576212
81.678352,8.825168,3.577185
81.678671,8.825762,3.578158
81.678989,8.826356,3.579131
81.679307,8.826950,3.580103
81.679625,8.827543,3.581075
81.679943,8.828137,3.582047
81.680261,8.828730,3.583018
81.680579,8.829323,3.583989
81.680897,8.829916,3.584959
81.681215,8.830510,3.585929
81.681533,8.831103,3.586899
81.681851,8.831695,3.587868
81.682169,8.832288,3.588837
81.682487,8.832881,3.589806
81.682804,8.833473,3.590774
81.683122,8.834066,3.591742
81.683440,8.834658,3.592710
81.683757,8.835251,3.593677
81.684075,8.835843,3.594643
81.684392,8.836435,3.595610
81.684710,8.837027,3.596576
81.685027,8.837619,3.597541
81.685345,8.838211,3.598507
81.685662,8.838802,3.599471
81.685980,8.839394,3.600436
81.686297,8.839985,3.601400
81.686614,8.840577,3.602364
81.686932,8.841168,3.603327
81.687249,8.841759,3.604290
81.687566,8.842351,3.605253
81.687883,8.842942,3.606215
81.688200,8.843533,3.607177
81.688517,8.844123,3.608138
81.688834,8.844714,3.609099
81.689151,8.845305,3.610060
81.689468,8.845895,3.611020
81.689785,8.846486,3.611980
81.690102,8.847076,3.612940
81.690419,8.847666,3.613899
81.690736,8.848257,3.614858
81.691053,8.848847,3.615817
81.691369,8.849437,3.616775
81.691686,8.850026,3.617732
81.692003,8.850616,3.618690
81.692319,8.851206,3.619647
81.692636,8.851796,3.620603
81.692952,8.852385,3.621560
81.693269,8.852974,3.622516
81.693585,8.853564,3.623471
81.693902,8.854153,3.624426
81.694218,8.854742,3.625381
81.694535,8.855331,3.626335
81.694851,8.855920,3.627289
81.695167,8.856509,3.628243
81.695484,8.857098,3.629196
81.695800,8.857686,3.630149
81.696116,8.858275,3.631102
81.696432,8.858863,3.632054
81.696748,8.859452,3.633005
81.697064,8.860040,3.633957
81.697380,8.860628,3.634908
81.697696,8.861216,3.635858
81.698012,8.861804,3.636809
81.698328,8.862392,3.637759
81.698644,8.862980,3.638708
81.698960,8.863567,3.639657
81.699276,8.864155,3.640606
81.699592,8.864743,3.641554
81.699907,8.865330,3.642502
81.700223,8.865917,3.643450
81.700539,8.866504,3.644397
81.700854,8.867092,3.645344
81.701170,8.867679,3.646291
81.701486,8.868266,3.647237
81.701801,8.868852,3.648183
81.702117,8.869439,3.649128
81.702432,8.870026,3.650073
81.702748,8.870612,3.651018
81.703063,8.871199,3.651962
81.703378,8.871785,3.652906
81.703694,8.872372,3.653849
81.704009,8.872958,3.654792
81.704324,8.873544,3.655735
81.704639,8.874130,3.656678
81.704954,8.874716,3.657620
81.705270,8.875302,3.658561
81.705585,8.875887,3.659502
81.705900,8.876473,3.660443
81.706215,8.877059,3.661384
81.706530,8.877644,3.662324
81.706845,8.878229,3.663264
81.707160,8.878815,3.664203
81.707474,8.879400,3.665142
81.707789,8.879985,3.666081
81.708104,8.880570,3.667019
81.708419,8.881155,3.667957
81.708734,8.881740,3.668895
81.709048,8.882324,3.669832
81.709363,8.882909,3.670768
81.709678,8.883494,3.671705
81.709992,8.884078,3.672641
81.710307,8.884662,3.673577
81.710621,8.885247,3.674512
81.710936,8.885831,3.675447
81.711250,8.886415,3.676381
81.711564,8.886999,3.677315
81.711879,8.887583,3.678249
81.712193,8.888167,3.679183
81.712507,8.888750,3.680116
81.712822,8.889334,3.681048
81.713136,8.889917,3.681981
81.713450,8.890501,3.682912
81.713764,8.891084,3.683844
81.714078,8.891667,3.684775
81.714392,8.892251,3.685706
81.714707,8.892834,3.686636
81.715021,8.893417,3.687566
81.715335,8.894000,3.688496
81.715648,8.894582,3.689425
81.715962,8.895165,3.690354
81.716276,8.895748,3.691283
81.716590,8.896330,3.692211
81.716904,8.896913,3.693139
81.717218,8.897495,3.694066
81.717531,8.898077,3.694993
81.717845,8.898660,3.695920
81.718159,8.899242,3.696846
81.718472,8.899824,3.697772
81.718786,8.900406,3.698698
81.719099,8.900987,3.699623
81.719413,8.901569,3.700548
81.719726,8.902151,3.701472
81.720040,8.902732,3.702396
81.720353,8.903314,3.703320
81.720666,8.903895,3.704243
81.720980,8.904476,3.705166
81.721293,8.905058,3.706089
81.721606,8.905639,3.707011
81.721920,8.906220,3.707932
81.722233,8.906801,3.708854
81.722546,8.907381,3.709775
81.722859,8.907962,3.710696
81.723172,8.908543,3.711616
81.723485,8.909123,3.712536
81.723798,8.909704,3.713455
81.724111,8.910284,3.714375
81.724424,8.910865,3.715293
81.724737,8.911445,3.716212
81.725050,8.912025,3.717130
81.725363,8.912605,3.718048
81.725675,8.913185,3.718965
81.725988,8.913765,3.719882
81.726301,8.914345,3.720798
81.726614,8.914924,3.721715
81.726926,8.915504,3.722630
81.727239,8.916083,3.723546
81.727551,8.916663,3.724461
81.727864,8.917242,3.725376
81.728176,8.917821,3.726290
81.728489,8.918401,3.727204
81.728801,8.918980,3.728117
81.729114,8.919559,3.729031
81.729426,8.920138,3.729943
81.729738,8.920716,3.730856
81.730051,8.921295,3.731768
81.730363,8.921874,3.732680
81.730675,8.922452,3.733591
81.730987,8.923031,3.734502
81.731299,8.923609,3.735412
81.731612,8.924187,3.736323
81.731924,8.924766,3.737232
81.732236,8.925344,3.738142
81.732548,8.925922,3.739051
81.732860,8.926500,3.739960
81.733172,8.927078,3.740868
81.733483,8.927655,3.741776
81.733795,8.928233,3.742683
81.734107,8.928811,3.743591
81.734419,8.929388,3.744497
81.734731,8.929966,3.745404
81.735042,8.930543,3.746310
81.735354,8.931120,3.747216
81.735666,8.931697,3.748121
81.735977,8.932274,3.749026
81.736289,8.932851,3.749931
81.736601,8.933428,3.750835
81.736912,8.934005,3.751739
81.737223,8.934582,3.752642
81.737535,8.935159,3.753545
81.737846,8.935735,3.754448
81.738158,8.936312,3.755350
81.738469,8.936888,3.756252
81.738780,8.937464,3.757154
81.739092,8.938041,3.758055
81.739403,8.938617,3.758956
81.739714,8.939193,3.759856
81.740025,8.939769,3.760756
81.740336,8.940345,3.761656
81.740647,8.940920,3.762555
81.740958,8.941496,3.763454
81.741269,8.942072,3.764353
81.741580,8.942647,3.765251
81.741891,8.943223,3.766149
81.742202,8.943798,3.767046
81.742513,8.944373,3.767944
81.742824,8.944949,3.768840
81.743135,8.945524,3.769737
81.743446,8.946099,3.770633
81.743756,8.946674,3.771528
81.744067,8.947249,3.772423
81.744378,8.947823,3.773318
81.744688,8.948398,3.774213
81.744999,8.948973,3.775107
81.745309,8.949547,3.776001
81.745620,8.950122,3.776894
81.745930,8.950696,3.777787
81.746241,8.951270,3.778679
81.746551,8.951845,3.779572
81.746862,8.952419,3.780464
81.747172,8.952993,3.781355
81.747482,8.953567,3.782246
81.747793,8.954140,3.783137
81.748103,8.954714,3.784027
81.748413,8.955288,3.784917
81.748723,8.955862,3.785807
81.749033,8.956435,3.786696
81.749344,8.957009,3.787585
81.749654,8.957582,3.788473
81.749964,8.958155,3.789362
81.750274,8.958728,3.790249
81.750584,8.959302,3.791137
81.750894,8.959875,3.792024
81.751203,8.960447,3.792910
81.751513,8.961020,3.793796
81.751823,8.961593,3.794682
81.752133,8.962166,3.795568
81.752443,8.962738,3.796453
81.752752,8.963311,3.797338
81.753062,8.963883,3.798222
81.753372,8.964456,3.799106
81.753681,8.965028,3.799990
81.753991,8.965600,3.800873
81.754301,8.966172,3.801756
81.754610,8.966744,3.802638
81.754920,8.967316,3.803520
81.755229,8.967888,3.804402
81.755538,8.968460,3.805284
81.755848,8.969032,3.806165
81.756157,8.969603,3.807045
81.756466,8.970175,3.807925
81.756776,8.970746,3.808805
81.757085,8.971318,3.809685
81.757394,8.971889,3.810564
81.757703,8.972460,3.811443
81.758012,8.973032,3.812321
81.758322,8.973603,3.813199
81.758631,8.974174,3.814077
81.758940,8.974744,3.814954
81.759249,8.975315,3.815831
81.759558,8.975886,3.816707
81.759867,8.976457,3.817584
81.760175,8.977027,3.818459
81.760484,8.977598,3.819335
81.760793,8.978168,3.820210
81.761102,8.978739,3.821084
81.761411,8.979309,3.821959
81.761719,8.979879,3.822833
81.762028,8.980449,3.823706
81.762337,8.981019,3.824579
81.762645,8.981589,3.825452
81.762954,8.982159,3.826325
81.763262,8.982729,3.827197
81.763571,8.983298,3.828068
81.763879,8.983868,3.828939
81.764188,8.984437,3.829810
81.764496,8.985007,3.830681
81.764805,8.985576,3.831551
81.765113,8.986145,3.832421
81.765421,8.986715,3.833290
81.765730,8.987284,3.834159
81.766038,8.987853,3.835028
81.766346,8.988422,3.835896
81.766654,8.988991,3.836764
81.766962,8.989560,3.837632
81.767271,8.990128,3.838499
81.767579,8.990697,3.839366
81.767887,8.991265,3.840232
81.768195,8.991834,3.841098
81.768503,8.992402,3.841964
81.768811,8.992971,3.842829
81.769118,8.993539,3.843694
81.769426,8.994107,3.844559
81.769734,8.994675,3.845423
81.770042,8.995243,3.846287
81.770350,8.995811,3.847150
81.770657,8.996379,3.848013
81.770965,8.996947,3.848876
81.771273,8.997515,3.849738
81.771580,8.998082,3.850600
81.771888,8.998650,3.851462
81.772196,8.999217,3.852323
81.772503,8.999785,3.853184
81.772811,9.000352,3.854044
81.773118,9.000919,3.854904
81.773425,9.001486,3.855764
81.773733,9.002053,3.856623
81.774040,9.002620,3.857482
81.774347,9.003187,3.858341
81.774655,9.003754,3.859199
81.774962,9.004321,3.860057
81.775269,9.004887,3.860914
81.775576,9.005454,3.861771
81.775884,9.006021,3.862628
81.776191,9.006587,3.863484
81.776498,9.007153,3.864340
81.776805,9.007720,3.865196
81.777112,9.008286,3.866051
81.777419,9.008852,3.866906
81.777726,9.009418,3.867760
81.778033,9.009984,3.868614
81.778339,9.010550,3.869468
81.778646,9.011116,3.870321
81.778953,9.011681,3.871174
81.779260,9.012247,3.872027
81.779567,9.012813,3.872879
81.779873,9.013378,3.873731
81.780180,9.013944,3.874583
81.780487,9.014509,3.875434
81.780793,9.015074,3.876284
81.781100,9.015640,3.877135
81.781406,9.016205,3.877985
81.781713,9.016770,3.878834
81.782019,9.017335,3.879684
81.782326,9.017900,3.880532
81.782632,9.018464,3.881381
81.782939,9.019029,3.882229
81.783245,9.019594,3.883077
81.783551,9.020158,3.883924
81.783857,9.020723,3.884771
81.784164,9.021287,3.885618
81.784470,9.021852,3.886464
81.784776,9.022416,3.887310
81.785082,9.022980,3.888155
81.785388,9.023544,3.889001
81.785694,9.024108,3.889845
81.786000,9.024672,3.890690
81.786306,9.025236,3.891534
81.786612,9.025800,3.892377
81.786918,9.026364,3.893221
81.787224,9.026928,3.894063
81.787530,9.027491,3.894906
81.787836,9.028055,3.895748
81.788142,9.028618,3.896590
81.788447,9.029181,3.897431
81.788753,9.029745,3.898272
81.789059,9.030308,3.899113
81.789365,9.030871,3.899953
81.789670,9.031434,3.900793
81.789976,9.031997,3.901633
81.790281,9.032560,3.902472
81.790587,9.033123,3.903311
81.790892,9.033686,3.904149
81.791198,9.034248,3.904987
81.791503,9.034811,3.905825
81.791809,9.035374,3.906662
81.792114,9.035936,3.907499
81.792419,9.036498,3.908335
81.792725,9.037061,3.909172
81.793030,9.037623,3.910007
81.793335,9.038185,3.910843
81.793640,9.038747,3.911678
81.793945,9.039309,3.912513
81.794251,9.039871,3.913347
81.794556,9.040433,3.914181
81.794861,9.040995,3.915014
81.795166,9.041557,3.915848
81.795471,9.042118,3.916680
81.795776,9.042680,3.917513
81.796081,9.043241,3.918345
81.796386,9.043803,3.919177
81.796690,9.044364,3.920008
81.796995,9.044925,3.920839
81.797300,9.045487,3.921669
81.797605,9.046048,3.922500
81.797909,9.046609,3.923329
81.798214,9.047170,3.924159
81.798519,9.047731,3.924988
81.798823,9.048292,3.925817
81.799128,9.048852,3.926645
81.799433,9.049413,3.927473
81.799737,9.049974,3.928300
81.800042,9.050534,3.929128
81.800346,9.051095,3.929955
81.800651,9.051655,3.930781
81.800955,9.052215,3.931607
81.801259,9.052776,3.932433
81.801564,9.053336,3.933258
81.801868,9.053896,3.934083
81.802172,9.054456,3.934908
81.802476,9.055016,3.935732
81.802781,9.055576,3.936556
81.803085,9.056135,3.937379
81.803389,9.056695,3.938202
81.803693,9.057255,3.939025
81.803997,9.057814,3.939848
81.804301,9.058374,3.940670
81.804605,9.058933,3.941491
81.804909,9.059493,3.942312
81.805213,9.060052,3.943133
81.805517,9.060611,3.943954
81.805821,9.061170,3.944774
81.806125,9.061729,3.945594
81.806428,9.062288,3.946413
81.806732,9.062847,3.947232
81.807036,9.063406,3.948051
81.807340,9.063965,3.948869
81.807643,9.064524,3.949687
81.807947,9.065082,3.950504
81.808250,9.065641,3.951322
81.808554,9.066199,3.952138
81.808858,9.066758,3.952955
81.809161,9.067316,3.953771
81.809465,9.067875,3.954586
81.809768,9.068433,3.955402
81.810071,9.068991,3.956217
81.810375,9.069549,3.957031
81.810678,9.070107,3.957845
81.810981,9.070665,3.958659
81.811285,9.071223,3.959472
81.811588,9.071780,3.960286
81.811891,9.072338,3.961098
81.812194,9.072896,3.961911
81.812497,9.073453,3.962722
81.812800,9.074011,3.963534
81.813104,9.074568,3.964345
81.813407,9.075126,3.965156
81.813710,9.075683,3.965966
81.814013,9.076240,3.966777
81.814316,9.076797,3.967586
81.814618,9.077354,3.968396
81.814921,9.077911,3.969204
81.815224,9.078468,3.970013
81.815527,9.079025,3.970821
81.815830,9.079582,3.971629
81.816132,9.080139,3.972437
81.816435,9.080695,3.973244
81.816738,9.081252,3.974050
81.817041,9.081808,3.974857
81.817343,9.082365,3.975663
81.817646,9.082921,3.976468
81.817948,9.083477,3.977274
81.818251,9.084034,3.978078
81.818553,9.084590,3.978883
81.818856,9.085146,3.979687
81.819158,9.085702,3.980491
81.819461,9.086258,3.981294
81.819763,9.086814,3.982097
81.820065,9.087369,3.982900
81.820367,9.087925,3.983702
81.820670,9.088481,3.984504
81.820972,9.089036,3.985305
81.821274,9.089592,3.986106
81.821576,9.090147,3.986907
81.821878,9.090703,3.987708
81.822181,9.091258,3.988508
81.822483,9.091813,3.989307
81.822785,9.092368,3.990106
81.823087,9.092923,3.990905
81.823389,9.093478,3.991704
81.823691,9.094033,3.992502
81.823992,9.094588,3.993300
81.824294,9.095143,3.994097
81.824596,9.095698,3.994894
81.824898,9.096253,3.995691
81.825200,9.096807,3.996487
81.825501,9.097362,3.997283
81.825803,9.097916,3.998079
81.826105,9.098471,3.998874
81.826406,9.099025,3.999669
81.826708,9.099579,4.000463
81.827010,9.100133,4.001257
81.827311,9.100687,4.002051
81.827613,9.101241,4.002844
81.827914,9.101795,4.003637
81.828216,9.102349,4.004430
81.828517,9.102903,4.005222
81.828818,9.103457,4.006014
81.829120,9.104011,4.006805
81.829421,9.104564,4.007596
81.829722,9.105118,4.008387
81.830024,9.105671,4.009177
81.830325,9.106225,4.009967
81.830626,9.106778,4.010757
81.830927,9.107331,4.011546
81.831228,9.107885,4.012335
81.831529,9.108438,4.013123
81.831830,9.108991,4.013912
81.832131,9.109544,4.014699
81.832432,9.110097,4.015487
81.832733,9.110650,4.016274
81.833034,9.111203,4.017060
81.833335,9.111755,4.017847
81.833636,9.112308,4.018632
81.833937,9.112861,4.019418
81.834238,9.113413,4.020203
81.834538,9.113966,4.020988
81.834839,9.114518,4.021772
81.835140,9.115070,4.022556
81.835440,9.115623,4.023340
